## Mon Jan 17 15:31:48 2022
## emapper-2.1.6
## /opt/software/eggnog-mapper/2.1.6-foss-2020b/bin/emapper.py -i oyster_mollicutes_mag.faa --output oyster_mollicutes_mag.faa_annotated.tsv --data_dir /data2/shared/eggnog/ -m diamond --cpu 20
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
k141_232514_8	1305836.AXVE01000004_gene1693	8.81e-18	80.9	COG0858@1|root,COG0858@2|Bacteria,1VA0P@1239|Firmicutes,4HII1@91061|Bacilli,26FH1@186818|Planococcaceae	91061|Bacilli	J	One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Associates with free 30S ribosomal subunits (but not with 30S subunits that are part of 70S ribosomes or polysomes). Required for efficient processing of 16S rRNA. May interact with the 5'-terminal helix region of 16S rRNA	rbfA	-	-	ko:K02834	-	-	-	-	ko00000,ko03009	-	-	-	RBFA
k141_232514_9	512564.MCRO_0709	1.68e-230	652.0	COG0488@1|root,COG0488@2|Bacteria,3WT1U@544448|Tenericutes	544448|Tenericutes	S	abc transporter atp-binding protein	yheS_2	-	-	-	-	-	-	-	-	-	-	-	ABC_tran,ABC_tran_Xtn
k141_232514_10	272635.MYPU_5500	6.92e-62	204.0	COG0130@1|root,COG0130@2|Bacteria,3WTAQ@544448|Tenericutes	544448|Tenericutes	J	Responsible for synthesis of pseudouridine from uracil- 55 in the psi GC loop of transfer RNAs	truB	-	5.4.99.25	ko:K03177	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	TruB_C_2,TruB_N
k141_232514_11	1034808.GIG_01615	5.31e-28	116.0	COG0196@1|root,COG0196@2|Bacteria,3WTHM@544448|Tenericutes	544448|Tenericutes	H	riboflavin kinase	ribF	-	2.7.1.26,2.7.7.2	ko:K11753	ko00740,ko01100,ko01110,map00740,map01100,map01110	M00125	R00161,R00549	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_syn
k141_232514_12	2110.MAGa2450	1.13e-28	105.0	COG0184@1|root,COG0184@2|Bacteria,3WTV2@544448|Tenericutes	544448|Tenericutes	J	Forms an intersubunit bridge (bridge B4) with the 23S rRNA of the 50S subunit in the ribosome	rpsO	-	-	ko:K02956	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S15
k141_232514_13	45361.MCJ_005830	1.37e-176	505.0	COG0112@1|root,COG0112@2|Bacteria,3WSZW@544448|Tenericutes	544448|Tenericutes	E	Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism	glyA	-	2.1.2.1	ko:K00600	ko00260,ko00460,ko00630,ko00670,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko01523,map00260,map00460,map00630,map00670,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map01523	M00140,M00141,M00346,M00532	R00945,R09099	RC00022,RC00112,RC01583,RC02958	ko00000,ko00001,ko00002,ko01000	-	-	-	SHMT
k141_232514_16	267748.MMOB2150	2.2e-74	234.0	COG0356@1|root,COG0356@2|Bacteria,3WTMD@544448|Tenericutes	544448|Tenericutes	C	ATP synthase	atpB	-	-	ko:K02108	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko03110	3.A.2.1	-	-	ATP-synt_A
k141_232514_17	267748.MMOB2140	9.31e-24	94.0	COG0636@1|root,COG0636@2|Bacteria,3WTX2@544448|Tenericutes	544448|Tenericutes	C	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation	atpE	-	-	ko:K02110	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	ATP-synt_C
k141_232514_18	1276220.STAIW_v1c00550	2.36e-21	93.2	COG0711@1|root,COG0711@2|Bacteria	2|Bacteria	C	ATP synthesis coupled proton transport	atpF	-	-	ko:K02109	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	iYO844.BSU36850	ATP-synt_B
k141_232514_19	838561.P344_00585	7.57e-26	104.0	COG0712@1|root,COG0712@2|Bacteria,3WTYQ@544448|Tenericutes	544448|Tenericutes	C	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation	atpH	-	-	ko:K02113	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	OSCP
k141_232514_20	1276227.SCHRY_v1c00880	5.06e-248	696.0	COG0056@1|root,COG0056@2|Bacteria,3WT1R@544448|Tenericutes	544448|Tenericutes	F	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit	atpA	-	3.6.3.14	ko:K02111	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	3.A.2.1	-	-	ATP-synt_ab,ATP-synt_ab_C,ATP-synt_ab_N
k141_232514_21	469596.HMPREF9488_01882	5.44e-74	235.0	COG0224@1|root,COG0224@2|Bacteria,1TPBX@1239|Firmicutes,3VP4N@526524|Erysipelotrichia	526524|Erysipelotrichia	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex	atpG	-	-	ko:K02115	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	ATP-synt
k141_232514_22	1034808.GIG_02683	1.15e-254	708.0	COG0055@1|root,COG0055@2|Bacteria,3WSWW@544448|Tenericutes	544448|Tenericutes	F	Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits	atpD	-	3.6.3.14	ko:K02112	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	3.A.2.1	-	-	ATP-synt_ab,ATP-synt_ab_N
k141_232514_23	267748.MMOB2070	1.5e-30	114.0	COG0355@1|root,COG0355@2|Bacteria,3WTQG@544448|Tenericutes	544448|Tenericutes	C	Produces ATP from ADP in the presence of a proton gradient across the membrane	atpC	-	-	ko:K02114	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	ATP-synt_DE,ATP-synt_DE_N
k141_232514_24	1276257.SSABA_v1c01020	5.24e-107	351.0	COG1299@1|root,COG1445@1|root,COG1762@1|root,COG1299@2|Bacteria,COG1445@2|Bacteria,COG1762@2|Bacteria,3WSZ5@544448|Tenericutes	544448|Tenericutes	GT	phosphotransferase system	fruA	-	2.7.1.202	ko:K02768,ko:K02769,ko:K02770	ko00051,ko01100,ko01120,ko02060,map00051,map01100,map01120,map02060	M00273	R03232	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.2.1	-	-	PTS_EIIA_2,PTS_EIIC,PTS_IIB
k141_245899_1	525367.HMPREF0556_11507	6.67e-39	135.0	2DPM9@1|root,332MQ@2|Bacteria,1VGFB@1239|Firmicutes	1239|Firmicutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
k141_245899_2	747682.MALL_0313	5.84e-103	307.0	COG1692@1|root,COG1692@2|Bacteria,3WT0D@544448|Tenericutes	544448|Tenericutes	S	YmdB-like protein	ymdB	-	-	ko:K09769	-	-	-	-	ko00000	-	-	-	YmdB
k141_245899_3	1188236.MARG_3940	1.88e-144	418.0	COG0468@1|root,COG0468@2|Bacteria,3WSYY@544448|Tenericutes	544448|Tenericutes	L	Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage	recA	-	-	ko:K03553	ko03440,map03440	M00729	-	-	ko00000,ko00001,ko00002,ko03400	-	-	-	RecA
k141_245899_4	272635.MYPU_3270	1.77e-43	146.0	COG1546@1|root,COG1546@2|Bacteria,3WTZG@544448|Tenericutes	544448|Tenericutes	O	Belongs to the CinA family	cinA	-	3.5.1.42	ko:K03742,ko:K03743	ko00760,map00760	-	R02322	RC00100	ko00000,ko00001,ko01000	-	-	-	CinA,HSP33
k141_245899_7	272635.MYPU_2810	1.48e-111	347.0	COG2252@1|root,COG2252@2|Bacteria,3WTCZ@544448|Tenericutes	544448|Tenericutes	S	Permease family	pbuG	-	-	ko:K06901	-	-	-	-	ko00000,ko02000	2.A.1.40	-	-	Xan_ur_permease
k141_245899_8	1449343.JQLQ01000002_gene1278	9.38e-62	206.0	COG0167@1|root,COG0167@2|Bacteria,1TPFV@1239|Firmicutes,4HA5H@91061|Bacilli,27FX4@186828|Carnobacteriaceae	91061|Bacilli	F	Belongs to the dihydroorotate dehydrogenase family. Type 1 subfamily	pyrD	GO:0003674,GO:0003824,GO:0004152,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006206,GO:0006207,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009987,GO:0016491,GO:0016627,GO:0016635,GO:0018130,GO:0019856,GO:0034641,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046112,GO:0046483,GO:0055086,GO:0055114,GO:0071704,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	1.3.1.14,1.3.98.1	ko:K00226,ko:K17828	ko00240,ko01100,map00240,map01100	M00051	R01867,R01869	RC00051	ko00000,ko00001,ko00002,ko01000	-	-	-	DHO_dh
k141_245899_9	1541959.KQ51_01647	1.07e-63	204.0	COG0284@1|root,COG0284@2|Bacteria,3WTJ5@544448|Tenericutes	544448|Tenericutes	F	Catalyzes the decarboxylation of orotidine 5'- monophosphate (OMP) to uridine 5'-monophosphate (UMP)	pyrF	-	4.1.1.23	ko:K01591	ko00240,ko01100,map00240,map01100	M00051	R00965	RC00409	ko00000,ko00001,ko00002,ko01000	-	-	-	OMPdecase
k141_245899_10	596330.HMPREF0628_0789	1.01e-62	200.0	COG0461@1|root,COG0461@2|Bacteria,1V1BZ@1239|Firmicutes,24AS1@186801|Clostridia	186801|Clostridia	F	Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)	pyrE	-	2.4.2.10	ko:K00762	ko00240,ko01100,map00240,map01100	M00051	R01870	RC00611	ko00000,ko00001,ko00002,ko01000	-	-	-	Pribosyltran
k141_245899_11	467705.SGO_1109	1.59e-74	237.0	COG0540@1|root,COG0540@2|Bacteria,1TQ96@1239|Firmicutes,4H9M6@91061|Bacilli	91061|Bacilli	F	Belongs to the ATCase OTCase family	pyrB	GO:0003674,GO:0003824,GO:0004070,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006220,GO:0006221,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009165,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016740,GO:0016741,GO:0016743,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.1.3.2	ko:K00609	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	R01397	RC00064,RC02850	ko00000,ko00001,ko00002,ko01000	-	-	iYO844.BSU15490	OTCace,OTCace_N
k141_245899_12	1517682.HW49_01705	1.33e-82	266.0	COG0044@1|root,COG0044@2|Bacteria,4NDUZ@976|Bacteroidetes,2G2YA@200643|Bacteroidia,231Z0@171551|Porphyromonadaceae	976|Bacteroidetes	F	Dihydro-orotase-like	pyrC	-	3.5.2.3	ko:K01465	ko00240,ko01100,map00240,map01100	M00051	R01993	RC00632	ko00000,ko00001,ko00002,ko01000	-	-	-	Amidohydro_1
k141_245899_14	743966.MYB_00825	6.3e-48	162.0	COG0558@1|root,COG0558@2|Bacteria,3WTR9@544448|Tenericutes	544448|Tenericutes	I	Belongs to the CDP-alcohol phosphatidyltransferase class-I family	pgsA	-	2.7.8.5	ko:K00995	ko00564,ko01100,map00564,map01100	-	R01801	RC00002,RC00017,RC02795	ko00000,ko00001,ko01000	-	-	-	CDP-OH_P_transf
k141_245899_15	267748.MMOB3580	8.17e-15	75.9	2BKFR@1|root,32EWJ@2|Bacteria,3WTYH@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
k141_245899_17	926561.KB900617_gene1504	3.66e-16	80.9	COG1182@1|root,COG1182@2|Bacteria,1UZBY@1239|Firmicutes,248VP@186801|Clostridia	186801|Clostridia	I	Catalyzes the reductive cleavage of azo bond in aromatic azo compounds to the corresponding amines. Requires NADH, but not NADPH, as an electron donor for its activity	azoR	-	-	ko:K01118	-	-	-	-	ko00000,ko01000	-	-	-	Flavodoxin_2
k141_245899_18	1230341.MJ3_01712	2.87e-08	56.2	COG3599@1|root,COG3599@2|Bacteria,1VEQ4@1239|Firmicutes,4HNP1@91061|Bacilli	91061|Bacilli	D	Divisome component that associates with the complex late in its assembly, after the Z-ring is formed, and is dependent on DivIC and PBP2B for its recruitment to the divisome. Together with EzrA, is a key component of the system that regulates PBP1 localization during cell cycle progression. Its main role could be the removal of PBP1 from the cell pole after pole maturation is completed. Also contributes to the recruitment of PBP1 to the division complex. Not essential for septum formation	gpsB	-	-	-	-	-	-	-	-	-	-	-	DivIVA
k141_245899_19	289397.MBOVPG45_0259	5.49e-45	152.0	COG3331@1|root,COG3331@2|Bacteria,3WTWG@544448|Tenericutes	544448|Tenericutes	L	Endonuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves mobile four-strand junctions by introducing symmetrical nicks in paired strands. Promotes annealing of linear ssDNA with homologous dsDNA. Required for DNA repair, homologous recombination and chromosome segregation	recU	-	-	ko:K03700	-	-	-	-	ko00000,ko03400	-	-	-	RecU
k141_245899_20	515620.EUBELI_01386	2.61e-25	97.4	COG0776@1|root,COG0776@2|Bacteria,1V9XQ@1239|Firmicutes,24MM0@186801|Clostridia,25WUG@186806|Eubacteriaceae	186801|Clostridia	L	Histone-like DNA-binding protein which is capable of wrapping DNA to stabilize it, and thus to prevent its denaturation under extreme environmental conditions	hup	-	-	ko:K03530	-	-	-	-	ko00000,ko03032,ko03036,ko03400	-	-	-	Bac_DNA_binding
k141_245899_21	512564.MCRO_0660	5.27e-183	523.0	COG1160@1|root,COG1160@2|Bacteria,3WSVN@544448|Tenericutes	544448|Tenericutes	S	GTPase that plays an essential role in the late steps of ribosome biogenesis	engA	-	-	ko:K03977	-	-	-	-	ko00000,ko03009	-	-	-	KH_dom-like,MMR_HSR1
k141_245899_22	1410626.JHXB01000001_gene2335	2.55e-60	195.0	COG0283@1|root,COG0283@2|Bacteria,1V3IA@1239|Firmicutes,24HEF@186801|Clostridia,27ICP@186928|unclassified Lachnospiraceae	186801|Clostridia	F	Cytidylate kinase	cmk	-	2.7.4.25	ko:K00945	ko00240,ko01100,map00240,map01100	M00052	R00158,R00512,R01665	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	Cytidylate_kin
k141_245899_24	267748.MMOB5380	2.89e-68	214.0	COG0035@1|root,COG0035@2|Bacteria,3WSZU@544448|Tenericutes	544448|Tenericutes	F	Catalyzes the conversion of uracil and 5-phospho-alpha- D-ribose 1-diphosphate (PRPP) to UMP and diphosphate	upp	-	2.4.2.9	ko:K00761	ko00240,ko01100,map00240,map01100	-	R00966	RC00063	ko00000,ko00001,ko01000	-	-	-	UPRTase
k141_245899_25	512564.MCRO_0244	9.81e-91	273.0	COG0274@1|root,COG0274@2|Bacteria,3WT0B@544448|Tenericutes	544448|Tenericutes	F	Catalyzes a reversible aldol reaction between acetaldehyde and D-glyceraldehyde 3-phosphate to generate 2-deoxy- D-ribose 5-phosphate	deoC	-	4.1.2.4	ko:K01619	ko00030,map00030	-	R01066	RC00436,RC00437	ko00000,ko00001,ko01000	-	-	-	DeoC
k141_245899_26	1034808.GIG_00040	3.31e-149	437.0	COG0213@1|root,COG0213@2|Bacteria,3WSZV@544448|Tenericutes	544448|Tenericutes	F	phosphorylase	deoA	-	2.4.2.2,2.4.2.4	ko:K00756,ko:K00758	ko00240,ko00983,ko01100,ko05219,map00240,map00983,map01100,map05219	-	R01570,R01876,R02296,R02484,R08222,R08230	RC00063	ko00000,ko00001,ko01000	-	-	-	Glycos_trans_3N,Glycos_transf_3,PYNP_C
k141_245899_27	1037410.MCSF7_01186	6.88e-94	281.0	COG0813@1|root,COG0813@2|Bacteria,3WTF6@544448|Tenericutes	544448|Tenericutes	F	Purine-nucleoside phosphorylase	deoD	-	2.4.2.1	ko:K03784	ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110	-	R01561,R01863,R01969,R02147,R02294,R02295,R02297,R02484,R02557,R02748,R08368,R10244	RC00033,RC00063,RC00122	ko00000,ko00001,ko01000	-	-	-	PNP_UDP_1
k141_245899_28	2110.MAGa1820	3.15e-120	354.0	COG0561@1|root,COG0561@2|Bacteria,3WSUS@544448|Tenericutes	544448|Tenericutes	S	haloacid dehalogenase-like hydrolase	yitU	-	3.1.3.104	ko:K21064	ko00740,ko01100,ko01110,map00740,map01100,map01110	M00125	R07280	RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	Hydrolase_3
k141_245899_29	512564.MCRO_0632	4.35e-57	186.0	COG2059@1|root,COG2059@2|Bacteria,3WT77@544448|Tenericutes	544448|Tenericutes	P	chromate transport protein	chrA-1	-	-	ko:K07240	-	-	-	-	ko00000,ko02000	2.A.51.1	-	-	Chromate_transp
k141_245899_30	267748.MMOB4570	1.87e-59	193.0	COG2059@1|root,COG2059@2|Bacteria,3WSV8@544448|Tenericutes	544448|Tenericutes	P	chromate transport protein	chrA-2	-	-	-	-	-	-	-	-	-	-	-	Chromate_transp
k141_245899_31	747682.MALL_0824	2.54e-121	364.0	COG2256@1|root,COG2256@2|Bacteria,3WSWR@544448|Tenericutes	544448|Tenericutes	L	related to the helicase subunit of the Holliday junction resolvase	yrvN	-	-	ko:K07478	-	-	-	-	ko00000	-	-	-	AAA,AAA_assoc_2,MgsA_C,RuvB_N
k141_245899_32	267748.MMOB2790	9.69e-38	134.0	COG2077@1|root,COG2077@2|Bacteria,3WTJF@544448|Tenericutes	544448|Tenericutes	O	Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides	tpx	-	1.11.1.15	ko:K11065	-	-	-	-	ko00000,ko01000	-	-	-	AhpC-TSA
k141_245899_33	272844.PAB1720	2.08e-35	129.0	COG1335@1|root,arCOG01943@2157|Archaea,2XU2B@28890|Euryarchaeota,243B8@183968|Thermococci	183968|Thermococci	Q	Isochorismatase family	-	-	3.5.1.19	ko:K08281	ko00760,ko01100,map00760,map01100	-	R01268	RC00100	ko00000,ko00001,ko01000	-	-	-	Isochorismatase
k141_254598_1	619693.HMPREF6745_1671	7.96e-06	57.8	COG5492@1|root,COG5492@2|Bacteria	2|Bacteria	N	domain, Protein	-	-	3.4.21.96	ko:K01361	-	-	-	-	ko00000,ko01000,ko01002,ko03110	-	-	-	Big_2,CBM_X2,CW_binding_1,LRR_5,PA,Peptidase_S8,SLH,fn3_5
k141_254598_2	743966.MYB_01725	3.93e-07	58.2	2B5PX@1|root,31YDY@2|Bacteria,3WTD4@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
k141_254598_3	883114.HMPREF9709_00789	3.79e-40	142.0	COG0692@1|root,COG0692@2|Bacteria,1TPSN@1239|Firmicutes,247N9@186801|Clostridia,22FZ0@1570339|Peptoniphilaceae	186801|Clostridia	L	Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine	ung	-	3.2.2.27	ko:K03648	ko03410,ko05340,map03410,map05340	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	UDG
k141_254598_4	512564.MCRO_0277	4.93e-44	156.0	COG0327@1|root,COG0327@2|Bacteria,3WT46@544448|Tenericutes	544448|Tenericutes	S	cation binding	-	-	-	-	-	-	-	-	-	-	-	-	NIF3
k141_254598_5	1118964.MOS_456	1.38e-125	379.0	COG0568@1|root,COG0568@2|Bacteria,3WSV5@544448|Tenericutes	544448|Tenericutes	K	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released	rpoD	-	-	ko:K03086	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r1_2,Sigma70_r2,Sigma70_r3,Sigma70_r4
k141_254598_6	1188240.MYEA_1210	2e-81	273.0	COG0358@1|root,COG0358@2|Bacteria,3WSZT@544448|Tenericutes	544448|Tenericutes	L	RNA polymerase that catalyzes the synthesis of short RNA molecules used as primers for DNA polymerase during DNA replication	dnaG	-	-	ko:K02316	ko03030,map03030	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	DnaB_bind,Toprim_2,Toprim_4,Toprim_N,zf-CHC2
k141_254598_7	1034808.GIG_02132	6.45e-224	629.0	COG0423@1|root,COG0423@2|Bacteria,3WT0M@544448|Tenericutes	544448|Tenericutes	J	Belongs to the class-II aminoacyl-tRNA synthetase family	glyS	GO:0003674,GO:0003824,GO:0004812,GO:0004820,GO:0005488,GO:0005515,GO:0016874,GO:0016875,GO:0046983,GO:0140098,GO:0140101	6.1.1.14	ko:K01880	ko00970,map00970	M00359,M00360	R03654	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	HGTP_anticodon,tRNA-synt_2b
k141_254598_8	1188234.MALK_3260	2.44e-18	87.4	COG1381@1|root,COG1381@2|Bacteria,3WTRV@544448|Tenericutes	544448|Tenericutes	L	Involved in DNA repair and RecF pathway recombination	recO	-	-	ko:K03584	ko03440,map03440	-	-	-	ko00000,ko00001,ko03400	-	-	-	RecO_C,RecO_N
k141_254598_9	1037410.MCSF7_02569	2.78e-97	295.0	COG1159@1|root,COG1159@2|Bacteria,3WT35@544448|Tenericutes	544448|Tenericutes	S	An essential GTPase that binds both GDP and GTP, with rapid nucleotide exchange. Plays a role in 16S rRNA processing and 30S ribosomal subunit biogenesis and possibly also in cell cycle regulation and energy metabolism	era	-	-	ko:K03595	-	-	-	-	ko00000,ko03009,ko03029	-	-	-	KH_2,MMR_HSR1
k141_254598_10	1427984.X271_00118	1.43e-32	118.0	COG0295@1|root,COG0295@2|Bacteria,3WTVE@544448|Tenericutes	544448|Tenericutes	F	This enzyme scavenges exogenous and endogenous cytidine and 2'-deoxycytidine for UMP synthesis	cdd	-	3.5.4.5	ko:K01489	ko00240,ko00983,ko01100,map00240,map00983,map01100	-	R01878,R02485,R08221	RC00074,RC00514	ko00000,ko00001,ko01000	-	-	-	dCMP_cyt_deam_1
k141_254598_11	1427984.X271_00338	2.88e-39	135.0	COG0818@1|root,COG0818@2|Bacteria,3WU0P@544448|Tenericutes	544448|Tenericutes	M	Prokaryotic diacylglycerol kinase	-	-	2.7.1.107,2.7.1.66	ko:K00887,ko:K00901	ko00550,ko00561,ko00564,ko01100,ko01110,ko04070,ko04072,ko05231,map00550,map00561,map00564,map01100,map01110,map04070,map04072,map05231	-	R02240,R05626	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	DAGK_prokar
k141_254598_12	1298598.JCM21714_99	1.02e-32	120.0	COG0319@1|root,COG0319@2|Bacteria,1V6BU@1239|Firmicutes,4HIIE@91061|Bacilli,470RF@74385|Gracilibacillus	91061|Bacilli	S	Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA	ybeY	-	-	ko:K07042	-	-	-	-	ko00000,ko03009	-	-	-	UPF0054
k141_254598_14	272635.MYPU_3760	1.2e-84	287.0	COG2274@1|root,COG2274@2|Bacteria,3WSXG@544448|Tenericutes	544448|Tenericutes	V	abc transporter atp-binding	sunT	-	-	ko:K02021	-	-	-	-	ko00000,ko02000	3.A.1.106,3.A.1.110,3.A.1.112,3.A.1.113,3.A.1.117,3.A.1.21	-	-	ABC_membrane,ABC_tran,Peptidase_C39
k141_254598_15	525255.HMPREF0077_0640	4.48e-48	163.0	COG0572@1|root,COG0572@2|Bacteria,1TQ4V@1239|Firmicutes,24850@186801|Clostridia,22H8Q@1570339|Peptoniphilaceae	186801|Clostridia	F	uridine kinase	udk	-	2.7.1.48	ko:K00876	ko00240,ko00983,ko01100,map00240,map00983,map01100	-	R00513,R00516,R00517,R00962,R00964,R00967,R00968,R00970,R01548,R01549,R01880,R02091,R02096,R02097,R02327,R02332,R02371,R02372,R08232	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	PRK
